#Exudyn implicit second order time integration sensor output file
#measure KinematicTree number = 1
#OutputVariableType = AngularAccelerationLocal
#simulation started = 2025-08-03,14:12:01
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 3
#Exudyn version = 1.10.0; Python3.13.2; Windows AVX2 FLOAT64
#
0,0,0,-1.478825995
0.005,0,0,-1.479383914
0.01,0,0,-1.479941776
0.015,0,0,-1.480499566
0.02,0,0,-1.481057254
0.025,0,0,-1.481614802
0.03,0,0,-1.482172195
0.035,0,0,-1.482729416
0.04,0,0,-1.48328643
0.045,0,0,-1.483843217
0.05,0,0,-1.484399744
0.055,0,0,-1.484955984
0.06,0,0,-1.485511914
0.065,0,0,-1.486067508
0.07,0,0,-1.486622748
0.075,0,0,-1.487177597
0.08,0,0,-1.487732034
0.085,0,0,-1.488286045
0.09,0,0,-1.488839563
0.095,0,0,-1.489392576
0.1,0,0,-1.489945083
0.105,0,0,-1.490497062
0.11,0,0,-1.491048498
0.115,0,0,-1.491599333
0.12,0,0,-1.492149549
0.125,0,0,-1.49269912
0.13,0,0,-1.493248029
0.135,0,0,-1.493796233
0.14,0,0,-1.494343723
0.145,0,0,-1.494890468
0.15,0,0,-1.495436439
0.155,0,0,-1.495981609
0.16,0,0,-1.496525949
0.165,0,0,-1.497069452
0.17,0,0,-1.497612075
0.175,0,0,-1.498153802
0.18,0,0,-1.498694597
0.185,0,0,-1.499234444
0.19,0,0,-1.499773317
0.195,0,0,-1.500311189
0.2,0,0,-1.500848027
0.205,0,0,-1.501383803
0.21,0,0,-1.501918501
0.215,0,0,-1.502452099
0.22,0,0,-1.502984559
0.225,0,0,-1.50351586
0.23,0,0,-1.504045976
0.235,0,0,-1.504574895
0.24,0,0,-1.505102579
0.245,0,0,-1.505628996
0.25,0,0,-1.506154133
0.255,0,0,-1.506677957
0.26,0,0,-1.507200443
0.265,0,0,-1.507721572
0.27,0,0,-1.50824131
0.275,0,0,-1.50875964
0.28,0,0,-1.509276532
0.285,0,0,-1.509791953
0.29,0,0,-1.510305903
0.295,0,0,-1.510818344
0.3,0,0,-1.511329241
0.305,0,0,-1.511838566
0.31,0,0,-1.512346301
0.315,0,0,-1.512852439
0.32,0,0,-1.513356929
0.325,0,0,-1.513859757
0.33,0,0,-1.514360903
0.335,0,0,-1.514860344
0.34,0,0,-1.515358041
0.345,0,0,-1.515853983
0.35,0,0,-1.516348136
0.355,0,0,-1.516840485
0.36,0,0,-1.517331007
0.365,0,0,-1.517819667
0.37,0,0,-1.518306451
0.375,0,0,-1.518791326
0.38,0,0,-1.519274284
0.385,0,0,-1.519755281
0.39,0,0,-1.520234314
0.395,0,0,-1.520711342
0.4,0,0,-1.521186357
0.405,0,0,-1.52165933
0.41,0,0,-1.522130233
0.415,0,0,-1.522599066
0.42,0,0,-1.523065775
0.425,0,0,-1.52353038
0.43,0,0,-1.523992836
0.435,0,0,-1.524453076
0.44,0,0,-1.524911147
0.445,0,0,-1.525366996
0.45,0,0,-1.525820606
0.455,0,0,-1.526271958
0.46,0,0,-1.526721038
0.465,0,0,-1.527167814
0.47,0,0,-1.527612273
0.475,0,0,-1.5280544
0.48,0,0,-1.528494169
0.485,0,0,-1.528931567
0.49,0,0,-1.529366573
0.495,0,0,-1.529799162
0.5,0,0,-1.530229325
0.505,0,0,-1.530657039
0.51,0,0,-1.531082278
0.515,0,0,-1.531505038
0.52,0,0,-1.531925316
0.525,0,0,-1.532343081
0.53,0,0,-1.532758312
0.535,0,0,-1.533170999
0.54,0,0,-1.533581128
0.545,0,0,-1.533988685
0.55,0,0,-1.534393655
0.555,0,0,-1.53479603
0.56,0,0,-1.535195789
0.565,0,0,-1.535592918
0.57,0,0,-1.53598742
0.575,0,0,-1.536379266
0.58,0,0,-1.536768455
0.585,0,0,-1.53715498
0.59,0,0,-1.537538823
0.595,0,0,-1.537919972
0.6,0,0,-1.538298439
0.605,0,0,-1.538674199
0.61,0,0,-1.539047249
0.615,0,0,-1.539417573
0.62,0,0,-1.539785175
0.625,0,0,-1.540150047
0.63,0,0,-1.540512185
0.635,0,0,-1.540871579
0.64,0,0,-1.541228236
0.645,0,0,-1.54158215
0.65,0,0,-1.541933319
0.655,0,0,-1.542281727
0.66,0,0,-1.542627392
0.665,0,0,-1.542970315
0.67,0,0,-1.543310504
0.675,0,0,-1.543647932
0.68,0,0,-1.543982617
0.685,0,0,-1.544314575
0.69,0,0,-1.54464381
0.695,0,0,-1.544970289
0.7,0,0,-1.54529407
0.705,0,0,-1.545615128
0.71,0,0,-1.545933478
0.715,0,0,-1.546249127
0.72,0,0,-1.546562094
0.725,0,0,-1.546872386
0.73,0,0,-1.547180018
0.735,0,0,-1.547485003
0.74,0,0,-1.547787342
0.745,0,0,-1.548087072
0.75,0,0,-1.548384185
0.755,0,0,-1.548678712
0.76,0,0,-1.548970677
0.765,0,0,-1.54926008
0.77,0,0,-1.549546951
0.775,0,0,-1.549831307
0.78,0,0,-1.550113192
0.785,0,0,-1.550392612
0.79,0,0,-1.550669591
0.795,0,0,-1.550944162
0.8,0,0,-1.551216353
0.805,0,0,-1.55148619
0.81,0,0,-1.551753703
0.815,0,0,-1.552018927
0.82,0,0,-1.552281881
0.825,0,0,-1.552542611
0.83,0,0,-1.552801142
0.835,0,0,-1.553057517
0.84,0,0,-1.553311777
0.845,0,0,-1.553563949
0.85,0,0,-1.553814088
0.855,0,0,-1.554062227
0.86,0,0,-1.554308407
0.865,0,0,-1.554552672
0.87,0,0,-1.554795067
0.875,0,0,-1.555035642
0.88,0,0,-1.55527444
0.885,0,0,-1.555511516
0.89,0,0,-1.555746913
0.895,0,0,-1.555980696
0.9,0,0,-1.556212912
0.905,0,0,-1.556443612
0.91,0,0,-1.556672856
0.915,0,0,-1.556900699
0.92,0,0,-1.557127204
0.925,0,0,-1.557352429
0.93,0,0,-1.557576444
0.935,0,0,-1.557799296
0.94,0,0,-1.558021067
0.945,0,0,-1.558241808
0.95,0,0,-1.558461602
0.955,0,0,-1.558680507
0.96,0,0,-1.558898595
0.965,0,0,-1.559115951
0.97,0,0,-1.559332635
0.975,0,0,-1.559548711
0.98,0,0,-1.559764271
0.985,0,0,-1.559979394
0.99,0,0,-1.560194158
0.995,0,0,-1.560408628
1,0,0,-1.560622906
1.005,0,0,-1.560844126
1.01,0,0,-1.561065358
1.015,0,0,-1.56128668
1.02,0,0,-1.561508184
1.025,0,0,-1.561729947
1.03,0,0,-1.561952043
1.035,0,0,-1.562174553
1.04,0,0,-1.562397556
1.045,0,0,-1.562621128
1.05,0,0,-1.562845323
1.055,0,0,-1.563070239
1.06,0,0,-1.563295918
1.065,0,0,-1.563522462
1.07,0,0,-1.563749937
1.075,0,0,-1.563978389
1.08,0,0,-1.564207898
1.085,0,0,-1.564438504
1.09,0,0,-1.564670289
1.095,0,0,-1.564903317
1.1,0,0,-1.565137655
1.105,0,0,-1.56537333
1.11,0,0,-1.565610427
1.115,0,0,-1.565848998
1.12,0,0,-1.566089095
1.125,0,0,-1.566330771
1.13,0,0,-1.566574078
1.135,0,0,-1.56681909
1.14,0,0,-1.567065829
1.145,0,0,-1.567314362
1.15,0,0,-1.567564682
1.155,0,0,-1.567816892
1.16,0,0,-1.568071011
1.165,0,0,-1.56832711
1.17,0,0,-1.568585193
1.175,0,0,-1.568845314
1.18,0,0,-1.569107526
1.185,0,0,-1.569371845
1.19,0,0,-1.569638336
1.195,0,0,-1.569907026
1.2,0,0,-1.570177929
1.205,0,0,-1.570451097
1.21,0,0,-1.570726529
1.215,0,0,-1.571004298
1.22,0,0,-1.571284426
1.225,0,0,-1.571566919
1.23,0,0,-1.571851824
1.235,0,0,-1.572139149
1.24,0,0,-1.572428952
1.245,0,0,-1.57272122
