#Exudyn implicit second order time integration sensor output file
#measure Object number = 14
#OutputVariableType = TorqueLocal
#simulation started = 2025-07-27,12:22:15
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.10.0; Python3.13.2; Windows AVX2 FLOAT64
#
0,0
0.02,-415.8666616
0.04,-348.4058145
0.06,-338.3079209
0.08,-367.2408329
0.1,-393.2675823
0.12,-424.2658642
0.14,411.4322804
0.16,453.6274754
0.18,340.0838131
0.2,371.4881806
0.22,396.4477782
0.24,397.420404
0.26,404.3479218
0.28,402.0353989
0.3,362.0675788
0.32,303.7019327
0.34,230.7312004
0.36,168.8612821
0.38,-207.0768551
0.4,-475.3444533
0.42,-290.4128831
0.44,-277.2907486
0.46,-266.3486629
0.48,-255.0900265
0.5,-252.1437099
0.52,-499.8829006
0.54,-481.2956132
0.56,-486.5622034
0.58,-424.6839894
0.6,-272.9938471
0.62,213.1719472
0.64,1654.444964
0.66,221.2744779
0.68,-355.3828425
0.7,-135.8962463
0.72,257.5514861
0.74,459.7328605
0.76,462.3928425
0.78,351.2966876
0.8,94.83203373
0.82,-196.2830434
0.84,-213.26815
0.86,436.1654718
0.88,1099.696516
0.9,432.2409107
0.92,-457.2202578
0.94,-637.1809129
0.96,-583.2045885
0.98,-556.9462695
1,-547.6132074
1.02,154.9314397
1.04,23.73673979
1.06,-17.6828203
1.08,0.9656989246
1.1,1.3437183
1.12,-0.3065238864
1.14,-0.06260908845
1.16,0.03629143278
1.18,-0.0007282746407
1.2,-0.002943597523
1.22,0.0005492726354
1.24,0.0001580470714
1.25,-4.098472778e-05
