#Exudyn implicit second order time integration sensor output file
#measure Body number = 3
#OutputVariableType = AngularVelocity
#simulation started = 2025-07-24,04:14:03
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 3
#Exudyn version = 1.10.0; Python3.13.2; Windows AVX2 FLOAT64
#
0,0,0,0
0.01,-2.218794104e-29,1.863240006e-30,-0.1536747971
0.02,-8.497636879e-30,2.372941583e-31,-0.3802402783
0.03,1.726885602e-29,1.270533018e-29,-0.6137177105
0.04,4.14635384e-30,3.603432976e-31,-0.8488776464
0.05,-1.613088649e-30,-2.859756322e-29,-1.084439949
0.06,-3.33368195e-30,1.939304365e-30,-1.31959521
0.07,-1.78615025e-29,5.82476023e-29,-1.553651291
0.08,-1.847490301e-29,-6.125206874e-31,-1.785988998
0.09,-1.948727657e-29,3.690998896e-30,-2.016051567
0.1,-3.806803022e-29,-1.054669005e-28,-2.243338388
0.11,6.820816842e-29,2.141705106e-28,-2.467399667
0.12,-4.702176471e-29,-2.024065313e-28,-2.687831653
0.13,-6.041054393e-30,8.907424627e-30,-2.904272325
0.14,2.510988775e-29,2.636112314e-28,-3.116397487
0.15,7.294034384e-29,-3.594677464e-29,-3.323917249
0.16,6.730946836e-29,7.331506133e-32,-3.526572835
0.17,-5.002380834e-29,-2.981542684e-28,-3.724133703
0.18,-4.63620393e-29,2.231366686e-29,-3.916394933
0.19,-1.987720349e-28,-2.391088211e-28,-4.103174869
0.2,-7.68057851e-29,-1.274525354e-28,-4.284312984
0.21,1.140281646e-28,1.845514486e-28,-4.459667942
0.22,-2.417492806e-28,-2.034699854e-28,-4.629115853
0.23,4.375073137e-28,7.817583605e-28,-4.792548688
0.24,-1.289694618e-29,-1.462587079e-29,-4.949872843
0.25,-1.065161052e-28,-5.432607461e-28,-5.101007842
0.26,9.751223903e-29,7.099814591e-29,-5.245885169
0.27,3.267554326e-28,2.031224482e-28,-5.384447199
0.28,2.245478836e-29,-2.715820893e-28,-5.516646248
0.29,2.365158554e-28,5.357298371e-28,-5.642443703
0.3,6.69373378e-30,-2.687726323e-28,-5.761809245
0.31,-1.550454814e-28,-2.21963739e-28,-5.874720144
0.32,2.065772587e-28,2.956715414e-28,-5.98116063
0.33,8.137193467e-29,5.809178481e-29,-6.081121322
0.34,1.589072416e-28,-2.118461061e-28,-6.174598724
0.35,-7.768411668e-29,8.533604277e-29,-6.261594762
0.36,2.46087715e-28,1.236812243e-28,-6.342116383
0.37,8.267731552e-29,4.175788278e-29,-6.416175186
0.38,-3.450691548e-29,-2.200520986e-28,-6.483787096
0.39,2.172306705e-28,3.705701313e-29,-6.544972075
0.4,4.126683583e-30,2.017600267e-28,-6.59975386
0.41,-1.885380128e-28,-3.51841477e-28,-6.648159731
0.42,1.73537345e-28,2.001316709e-28,-6.690220299
0.43,3.621847313e-30,-2.296867092e-29,-6.725969316
0.44,-9.264111153e-29,-7.513327571e-29,-6.755443504
0.45,4.875106651e-30,-2.331662436e-30,-6.778682392
0.46,-1.331123748e-29,3.887061587e-30,-6.795728173
0.47,2.780276658e-29,-8.613489992e-30,-6.806625558
0.48,-3.967627487e-29,-4.066855486e-29,-6.81142165
0.49,-7.276441228e-29,-4.265495253e-30,-6.810165793
0.5,1.304578426e-28,7.288107271e-29,-6.80290951
0.51,-2.646482428e-29,-1.284369725e-29,-6.789706272
0.52,-4.250184189e-28,-4.336702571e-29,-6.770611466
0.53,-1.430221556e-28,-1.383793266e-28,-6.745682226
0.54,2.566210395e-28,-9.383650286e-29,-6.714977307
0.55,-2.570691327e-28,-1.551918018e-29,-6.67855696
0.56,-4.046275039e-29,1.144224459e-28,-6.636482793
0.57,5.694650536e-28,1.505859113e-28,-6.588817635
0.58,3.177262821e-28,-9.278064171e-29,-6.535625395
0.59,3.131340499e-28,6.886765839e-29,-6.476970923
0.6,-4.731553279e-29,6.368072755e-29,-6.412919864
0.61,4.657110091e-28,1.232212174e-28,-6.343538512
0.62,1.938895052e-27,2.501542774e-28,-6.268893668
0.63,-7.853186406e-30,4.03668562e-29,-6.189052494
0.64,5.279603386e-27,2.591174421e-27,-53.81342101
0.65,8.665648831e-28,2.798902851e-27,-63.30071805
0.66,-1.808016356e-28,2.368657424e-27,-57.79321135
0.67,-3.256940792e-28,2.220868425e-27,-52.64589717
0.68,-2.901549484e-28,1.949106914e-27,-47.98788021
0.69,-3.072730028e-28,1.890809095e-27,-43.76640283
0.7,-3.39403672e-28,1.587319417e-27,-39.93904321
0.71,-7.699437854e-28,1.561071587e-27,-36.46974228
0.72,-3.899533074e-28,1.276933399e-27,-33.32451686
0.73,-1.442886034e-28,1.342860001e-27,-30.47092188
0.74,-3.509298363e-28,1.234885299e-27,-27.87895882
0.75,-2.886433049e-28,1.117482292e-27,-25.52168815
0.76,-2.973114065e-28,1.030121212e-27,-23.37523286
0.77,-4.87037531e-28,9.699259996e-28,-21.41844467
0.78,-2.619433502e-28,8.856364509e-28,-19.63249768
0.79,-5.811223389e-28,8.184368855e-28,-18.00053333
0.8,-2.217132108e-28,7.936031164e-28,-16.50738412
0.81,-1.459652102e-28,6.411271318e-28,-15.13936356
0.82,-4.244064329e-28,5.920852457e-28,-13.88410229
0.83,-2.182502913e-27,6.30676464e-27,-69.59520337
0.84,-3.635835379e-27,6.26437276e-27,-67.58275557
0.85,-1.235202067e-27,5.864288699e-27,-61.1903957
0.86,-1.264283557e-27,5.292363061e-27,-55.36570601
0.87,-4.097949614e-28,4.740598177e-27,-50.09868745
0.88,-6.252937634e-28,4.162860595e-27,-45.3220227
